STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE
MI,MI0146,002,Y,MI0146-002,HAZEL PARK MEMORIAL LIBRARY,123 EAST NINE MILE ROAD,HAZEL PARK,48030,1845,OAKLAND,2485464095,CE,18760,R_23,0,2140,R_23,51,R_23,2024,03,00,00,00,-83.1033094,42.4614473,1270426,21,26125175100,261251751003020,2611,19820,0,E,100,POINTADDRESS
MI,MI0147,002,Y,MI0147-002,ALDEN DISTRICT LIBRARY,8751 HELENA ROAD,ALDEN,49612,9703,ANTRIM,2313314318,CE,2520,R_23,0,1963,R_23,52,R_23,2024,03,00,00,00,-85.2677371,44.8812203,24409,42,26009960502,260099605022025,2601,-4,N,E,100,POINTADDRESS
MI,MI0148,002,Y,MI0148-002,HENIKA DISTRICT LIBRARY,149 SOUTH MAIN STREET,WAYLAND,49348,1208,ALLEGAN,2697922891,CE,4150,R_23,0,2600,R_23,52,R_23,2024,03,00,00,00,-85.643192,42.6728847,121939,31,26005030502,260050305022011,2604,26090,1,E,100,POINTADDRESS
MI,MI0149,003,Y,MI0149-003,ALMONT DISTRICT LIBRARY,213 WEST SAINT CLAIR STREET,ALMONT,48003,8476,LAPEER,8107983100,CE,3658,R_23,0,2444,R_23,52,R_23,2024,03,00,00,00,-83.0464878,42.920481,88977,42,26087340500,260873405002018,2609,19820,0,E,100,STREETADDRESS
MI,MI0150,002,Y,MI0150-002,HERRICK DISTRICT LIBRARY,300 SOUTH RIVER AVENUE,HOLLAND,49423,3247,OTTAWA,6163553100,CE,72291,R_23,0,3430,R_23,52,R_23,2024,03,00,00,00,-86.1090275,42.786195,303372,13,26139024901,261390249011012,2604,24340,0,E,100,POINTADDRESS
MI,MI0150,005,Y,MI0150-004,NORTH SIDE BRANCH,155 RILEY STREET,HOLLAND,49424,1884,OTTAWA,6167384360,BR,10725,R_23,0,2747,R_23,52,R_23,2024,03,00,00,00,-86.1148346,42.8266703,303372,22,26139023102,261390231024012,2604,24340,0,E,100,POINTADDRESS
MI,MI0151,002,Y,MI0151-002,HESPERIA COMMUNITY LIBRARY,80 SOUTH DIVISION STREET,HESPERIA,49421,9004,NEWAYGO,2318545125,CE,11900,R_23,0,2448,R_23,52,R_23,2024,03,00,00,00,-86.0396325,43.568263,51108,42,26123970300,261239703002071,2602,-4,N,E,100,POINTADDRESS
MI,MI0152,002,Y,MI0152-002,HIGHLAND TOWNSHIP PUBLIC LIBRARY,444 BEACH FARM CIRCLE,HIGHLAND,48356,2971,OAKLAND,2488872218,CE,25050,R_23,0,2738,R_23,52,R_23,2024,03,00,00,00,-83.6110733,42.6438866,1270426,21,26125131100,261251311001000,2609,19820,0,E,99.58,POINTADDRESS
MI,MI0153,002,Y,MI0153-002,HOLLY TOWNSHIP LIBRARY,1116 NORTH SAGINAW STREET,HOLLY,48442,1353,OAKLAND,2486341754,CE,6007,R_23,0,2751,R_23,52,R_23,2024,03,00,00,00,-83.6280591,42.8046346,1270426,31,26125124500,261251245001005,2609,19820,0,E,100,POINTADDRESS
MI,MI0154,002,Y,MI0154-002,HOME TOWNSHIP LIBRARY,329 EAST MAIN STREET,EDMORE,48829,9807,MONTCALM,9894275241,CE,4140,R_23,0,1674,R_23,52,R_23,2024,03,00,00,00,-85.040715,43.4080875,68154,43,26117970200,261179702001053,2602,24340,0,E,100,POINTADDRESS
MI,MI0155,002,Y,MI0155-002,HOMER PUBLIC LIBRARY,141 WEST MAIN STREET,HOMER,49245,1023,CALHOUN,5175683450,CE,6400,R_23,0,1979,R_23,52,R_23,2024,03,00,00,00,-84.8083837,42.1457884,133366,42,26025003100,260250031001036,2605,12980,0,E,100,POINTADDRESS
MI,MI0157,002,Y,MI0157-002,HOPKINS PUBLIC LIBRARY,118 EAST MAIN STREET,HOPKINS,49328,9559,ALLEGAN,2697937516,CE,2231,R_23,0,1924,R_23,52,R_23,2024,03,00,00,00,-85.762112,42.6240125,121939,42,26005030600,260050306002060,2604,26090,1,E,100,POINTADDRESS
MI,MI0158,002,Y,MI0158-002,HOUGHTON LAKE PUBLIC LIBRARY,4431 WEST HOUGHTON LAKE DRIVE,HOUGHTON LAKE,48629,M,ROSCOMMON,9893669230,CE,10865,R_23,0,2409,R_23,52,R_23,2024,03,00,00,00,-84.7275259,44.2982244,23863,33,26143971002,261439710021015,2601,-4,N,E,100,STREETADDRESS
MI,MI0159,002,Y,MI0159-002,HOWE MEMORIAL LIBRARY,128 EAST SAGINAW STREET,BRECKENRIDGE,48615,2510,GRATIOT,9898423202,CE,3823,R_23,0,1560,R_23,52,R_23,2024,03,00,00,00,-84.4782801,43.4079566,41368,42,26057000700,260570007003005,2602,10940,1,E,100,POINTADDRESS
MI,MI0160,002,Y,MI0160-002,HOWELL CARNEGIE DISTRICT LIBRARY,314 WEST GRAND RIVER AVENUE,HOWELL,48843,2146,LIVINGSTON,5175460720,CE,30100,R_23,0,2948,R_23,52,R_23,2024,03,00,00,00,-83.9322092,42.6081254,196757,22,26093725000,260937250004020,2607,19820,0,E,100,POINTADDRESS
MI,MI0161,002,Y,MI0161-002,HUDSON PUBLIC LIBRARY,205 SOUTH MARKET STREET,HUDSON,49247,1319,LENAWEE,5174483801,CE,4900,R_23,0,2080,R_23,52,R_23,2024,03,00,00,00,-84.35369,41.853933,97520,42,26091061800,260910618004002,2605,10300,1,E,100,STREETADDRESS
MI,MI0162,002,Y,MI0162-002,GARY BYKER MEMORIAL LIBRARY OF HUDSONVILLE,3338 VAN BUREN STREET,HUDSONVILLE,49426,1132,OTTAWA,6166691255,CE,16800,R_23,0,2364,R_23,52,R_23,2024,03,00,00,00,-85.8643712,42.8708455,303372,21,26139021802,261390218021000,2604,24340,0,E,100,POINTADDRESS
MI,MI0163,002,Y,MI0163-002,HUNTINGTON WOODS PUBLIC LIBRARY,26415 SCOTIA ROAD,HUNTINGTON WOODS,48070,M,OAKLAND,2485439720,CE,10982,R_23,0,2834,R_23,52,R_23,2024,03,00,00,00,-83.1734304,42.4852993,1270426,21,26125188100,261251881001010,2611,19820,0,E,100,POINTADDRESS
MI,MI0165,002,Y,MI0165-002,RUTH HUGHES MEMORIAL DISTRICT LIBRARY,211 NORTH ALMONT AVENUE,IMLAY CITY,48444,1004,LAPEER,8107248043,CE,9400,R_23,0,2548,R_23,52,R_23,2024,03,00,00,00,-83.0775018,43.0258493,88977,42,26087339500,260873395001025,2609,19820,0,E,100,POINTADDRESS
MI,MI0165,003,Y,MI0165-003,ATTICA TOWNSHIP LIBRARY,4302 PEPPERMILL ROAD,ATTICA,48412,M,LAPEER,8107242007,BR,800,R_23,0,1040,R_23,52,R_23,2024,03,00,00,00,-83.175187,43.0319839,88977,42,26087338500,260873385001046,2609,19820,0,E,100,STREETADDRESS
MI,MI0166,002,Y,MI0166-002,CLARKSTON INDEPENDENCE DISTRICT LIBRARY,6495 CLARKSTON ROAD,CLARKSTON,48346,1501,OAKLAND,2486252212,CE,20000,R_23,0,3153,R_23,52,R_23,2024,03,00,00,00,-83.4088261,42.7401508,1270426,21,26125127500,261251275001012,2609,19820,0,E,100,POINTADDRESS
MI,MI0167,002,Y,MI0167-002,INDIAN RIVER AREA LIBRARY,3546 SOUTH STRAITS HIGHWAY,INDIAN RIVER,49749,8412,CHEBOYGAN,2312388581,CE,5000,R_23,0,2235,R_23,52,R_23,2024,03,00,00,00,-84.612591,45.4107091,26048,42,26031960600,260319606003014,2601,-4,N,E,100,POINTADDRESS
MI,MI0168,002,Y,MI0168-002,CARO AREA DISTRICT LIBRARY,840 WEST FRANK STREET,CARO,48723,1428,TUSCOLA,9896734329,CE,15000,R_23,0,3120,R_23,52,R_23,2024,03,00,00,00,-83.4053189,43.4887248,52826,32,26157000600,261570006002045,2609,-4,N,E,100,POINTADDRESS
MI,MI0170,002,Y,MI0170-002,INTERLOCHEN PUBLIC LIBRARY,9411 TENTH ST.,INTERLOCHEN,49643,8204,GRAND TRAVERSE,2312766767,CE,10000,R_23,0,2632,R_23,52,R_23,2024,03,00,00,00,-85.7668025,44.6440774,96421,41,26055550500,260555505002003,2601,45900,1,E,100,POINTADDRESS
MI,MI0171,003,Y,MI0171-003,AU GRES COMMUNITY LIBRARY,230 NORTH MACKINAW,AU GRES,48703,9790,ARENAC,9898768818,BR,3420,R_23,0,2132,R_23,52,R_23,2024,03,00,00,00,-83.6920786,44.0505351,15145,32,26011970400,260119704002051,2601,-4,N,E,99.01,POINTADDRESS
MI,MI0171,004,Y,MI0171-004,EAST TAWAS LIBRARY,760 NEWMAN STREET,EAST TAWAS,48730,9308,IOSCO,9893626162,BR,4625,R_23,0,1924,R_23,52,R_23,2024,03,00,00,00,-83.4929146,44.2884839,25373,33,26069000500,260690005003010,2601,-4,N,E,100,STREETADDRESS
MI,MI0171,005,Y,MI0171-005,OMER LITTLE EAGLE`S NEST LIBRARY,205 EAST CENTER STREET,OMER,48749,M,ARENAC,9896532230,BR,1675,R_23,0,2080,R_23,52,R_23,2024,03,00,00,00,-83.8531151,44.0477173,15145,42,26011970300,260119703002023,2601,-4,N,E,100,STREETADDRESS
MI,MI0171,006,Y,MI0171-006,ROBERT J. PARKS LIBRARY,6010 SKEEL STREET,OSCODA,48750,1577,IOSCO,9897399581,BR,7185,R_23,0,2600,R_23,52,R_23,2024,03,00,00,00,-83.3549897,44.4545525,25373,33,26069000101,260690001012100,2601,-4,N,E,93.07,POINTADDRESS
MI,MI0171,007,Y,MI0171-007,PLAINFIELD TOWNSHIP LIBRARY,220 NORTH WASHINGTON,HALE,48739,8522,IOSCO,9897284086,BR,2320,R_23,0,1820,R_23,52,R_23,2024,03,00,00,00,-83.804794,44.3793644,25373,43,26069000900,260690009003057,2601,-4,N,E,99.01,STREETADDRESS
MI,MI0171,008,Y,MI0171-008,MARY JOHNSTON MEMORIAL LIBRARY,114 NORTH COURT STREET,STANDISH,48658,9416,ARENAC,9898466611,BR,2378,R_23,0,1976,R_23,52,R_23,2024,03,00,00,00,-83.9636098,43.983128,15145,42,26011970500,260119705003020,2601,-4,N,E,100,STREETADDRESS
MI,MI0171,009,Y,MI0171-009,TAWAS CITY LIBRARY,208 NORTH STREET,TAWAS CITY,48763,9159,IOSCO,9893626557,BR,2755,R_23,0,1612,R_23,52,R_23,2024,03,00,00,00,-83.514017,44.2726428,25373,33,26069000500,260690005002020,2601,-4,N,E,99.62,STREETADDRESS
MI,MI0171,010,Y,MI0171-010,WHITTEMORE LIBRARY,483 BULLOCK STREET,WHITTEMORE,48770,5126,IOSCO,9897563186,BR,1160,R_23,0,2184,R_23,52,R_23,2024,03,00,00,00,-83.8031274,44.2293367,25373,43,26069000700,260690007001054,2601,-4,N,T,99.62,STREETADDRESS
MI,MI0172,002,Y,MI0172-002,IRONWOOD CARNEGIE LIBRARY,235 EAST AURORA STREET,IRONWOOD,49938,2111,GOGEBIC,9069320203,CE,2744,R_23,0,1612,R_23,52,R_23,2024,03,00,00,00,-90.1671722,46.4552886,14224,33,26053950600,260539506004008,2601,-4,N,E,100,POINTADDRESS
MI,MI0173,002,Y,MI0173-002,ISHPEMING CARNEGIE PUBLIC LIBRARY,317 NORTH MAIN STREET,ISHPEMING,49849,1951,MARQUETTE,9064864381,CE,11500,R_23,0,2184,R_23,52,R_23,2024,03,00,00,00,-87.6693715,46.4914861,66999,33,26103001900,261030019001013,2601,32100,1,E,100,POINTADDRESS
MI,MI0174,002,Y,MI0174-002,J. C. WHEELER PUBLIC LIBRARY,1576 SOUTH MAIN STREET,MARTIN,49070,8764,ALLEGAN,2696727875,CE,3200,R_23,0,1300,R_23,52,R_23,2024,03,00,00,00,-85.6417871,42.5359424,121939,42,26005031300,260050313002038,2604,26090,1,E,100,STREETADDRESS
MI,MI0175,004,Y,MI0175-004,CONCORD BRANCH LIBRARY,108 SOUTH MAIN STREET,CONCORD,49237,9513,JACKSON,5179051379,BR,5800,R_23,0,1512,R_23,52,R_23,2024,03,00,00,00,-84.6449535,42.1778618,159424,42,26075006403,260750064031004,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,005,Y,MI0175-005,EASTERN BRANCH LIBRARY,3125 EAST MICHIGAN AVENUE,JACKSON,49202,3849,JACKSON,5177884074,BR,11760,R_23,0,3294,R_23,52,R_23,2024,03,00,00,00,-84.3637321,42.2559592,159424,23,26075006001,260750060012010,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,006,Y,MI0175-006,GRASS LAKE BRANCH LIBRARY,130 WEST MICHIGAN,GRASS LAKE,49240,9188,JACKSON,5175228211,BR,1900,R_23,0,1959,R_23,52,R_23,2024,03,00,00,00,-84.2135029,42.2509366,159424,41,26075006804,260750068042018,2605,27100,0,E,99.01,STREETADDRESS
MI,MI0175,007,Y,MI0175-007,HANOVER BRANCH LIBRARY,118 WEST MAIN STREET,HANOVER,49241,9811,JACKSON,5179051399,BR,1097,R_23,0,1154,R_23,52,R_23,2024,03,00,00,00,-84.554408,42.1019274,159424,42,26075006404,260750064042016,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,008,Y,MI0175-008,HENRIETTA BRANCH LIBRARY,11744 BUNKERHILL ROAD,PLEASANT LAKE,49272,9738,JACKSON,5177696537,BR,1536,R_23,0,1188,R_23,52,R_23,2024,03,00,00,00,-84.3243982,42.3823802,159424,42,26075006702,260750067022010,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,009,Y,MI0175-009,MEIJER BRANCH LIBRARY,2699 AIRPORT ROAD,JACKSON,49202,1237,JACKSON,5177884480,BR,13797,R_23,0,3294,R_23,52,R_23,2024,03,00,00,00,-84.4517126,42.27382,159424,23,26075005501,260750055011001,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,010,Y,MI0175-010,NAPOLEON BRANCH LIBRARY,6755 BROOKLYN ROAD,NAPOLEON,49261,9258,JACKSON,5175364266,BR,750,R_23,0,1336,R_23,52,R_23,2024,03,00,00,00,-84.2613014,42.1675373,159424,41,26075006201,260750062012002,2605,27100,0,E,99.57,POINTADDRESS
MI,MI0175,011,Y,MI0175-011,PARMA BRANCH LIBRARY,102 CHURCH STREET,PARMA,49269,M,JACKSON,5175314908,BR,1200,R_23,0,1143,R_23,52,R_23,2024,03,00,00,00,-84.6011053,42.2590641,159424,41,26075006500,260750065004037,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,012,Y,MI0175-012,SPRING ARBOR BRANCH LIBRARY,113 EAST MAIN STREET,SPRING ARBOR,49283,9701,JACKSON,5177502030,BR,1845,R_23,0,2089,R_23,47,R_23,2024,03,00,00,00,-84.5535146,42.2052297,159424,41,26075005400,260750054005004,2605,27100,0,E,100,STREETADDRESS
MI,MI0175,013,Y,MI0175-013,SPRINGPORT BRANCH LIBRARY,116 MECHANIC STREET,SPRINGPORT,49284,8701,JACKSON,5179051459,BR,955,R_23,0,1183,R_23,52,R_23,2024,03,00,00,00,-84.6988998,42.378673,159424,42,26075006600,260750066001031,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,014,Y,MI0175-014,SUMMIT BRANCH LIBRARY,104 WEST BIRD STREET,JACKSON,49203,5374,JACKSON,5177834030,BR,3000,R_23,0,2580,R_23,52,R_23,2024,03,00,00,00,-84.4015352,42.1988209,159424,23,26075005100,260750051004002,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,015,Y,MI0175-015,BROOKLYN BRANCH LIBRARY,207 NORTH MAIN STREET,BROOKLYN,49230,8999,JACKSON,5179051369,BR,4770,R_23,0,2376,R_23,52,R_23,2024,03,00,00,00,-84.2478936,42.1078791,159424,42,26075006306,260750063061042,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,016,Y,MI0175-016,JACKSON DISTRICT LIBRARY,244 WEST MICHIGAN AVENUE,JACKSON,49201,2230,JACKSON,5177884087,CE,33250,R_23,0,3286,R_23,52,R_23,2024,03,00,00,00,-84.410991,42.2474675,159424,13,26075000600,260750006002034,2605,27100,0,E,100,POINTADDRESS
MI,MI0175,017,Y,MI0175-017,JACKSON DISTRICT LIBRARY BOOKMOBILE,244 W. MICHIGAN AVE,JACKSON,49201,2230,JACKSON,5179051321,BS,-4,N_23,1,338,R_23,10,R_23,2024,03,00,00,00,-84.41099101,42.24746751,159424,13,26075000600,260750006002034,2605,27100,0,E,100,POINTADDRESS
MI,MI0176,002,Y,MI0176-002,JACQUELIN E. OPPERMAN MEMORIAL LIBRARY,5790 STATE STREET,KINGSTON,48741,5105,TUSCOLA,9896832500,CE,3142,R_23,0,1037,R_23,52,R_23,2024,03,00,00,00,-83.1930417,43.4120662,52826,43,26157001100,261570011001010,2609,-4,N,E,100,MANUAL
MI,MI0177,002,Y,MI0177-002,FRANKENMUTH JAMES E. WICKSON DISTRICT LIBRARY,359 SOUTH FRANKLIN STREET,FRANKENMUTH,48734,1599,SAGINAW,9896528323,CE,14131,R_23,0,2704,R_23,52,R_23,2024,03,00,00,00,-83.7399207,43.3314598,187782,31,26145011301,261450113011029,2608,40980,0,E,100,POINTADDRESS
MI,MI0178,002,Y,MI0178-002,JONESVILLE DISTRICT LIBRARY,310 CHURCH STREET,JONESVILLE,49250,1046,HILLSDALE,5178499701,CE,6800,R_23,0,2334,R_23,52,R_23,2024,03,00,00,00,-84.6604848,41.9836417,45587,32,26059050500,260590505002031,2605,25880,1,E,100,POINTADDRESS
MI,MI0179,002,Y,MI0179-002,JORDAN VALLEY DISTRICT LIBRARY,ONE LIBRARY LANE,EAST JORDAN,49727,M,CHARLEVOIX,2315367131,CE,10000,R_23,0,2080,R_23,52,R_23,2024,03,00,00,00,-85.1190688,45.1558711,26159,42,26029001000,260290010001015,2601,-4,N,E,100,STREETADDRESS
MI,MI0180,002,Y,MI0180-002,KALAMAZOO PUBLIC LIBRARY,315 SOUTH ROSE STREET,KALAMAZOO,49007,5201,KALAMAZOO,2695537800,CE,98000,R_23,0,3328,R_23,52,R_23,2024,03,00,00,00,-85.5846488,42.2892846,262215,13,26077000201,260770002013021,2604,28020,0,E,100,POINTADDRESS
MI,MI0180,003,Y,MI0180-003,EASTWOOD BRANCH LIBRARY,1112 GAYLE AVENUE,KALAMAZOO,49048,2169,KALAMAZOO,2695537810,BR,10700,R_23,0,1872,R_23,52,R_23,2024,03,00,00,00,-85.546358,42.3021904,262215,22,26077005502,260770055024008,2604,28020,0,E,100,POINTADDRESS
MI,MI0180,004,Y,MI0180-004,OSHTEMO BRANCH LIBRARY,7265 WEST MAIN STREET,KALAMAZOO,49009,8210,KALAMAZOO,2695537980,BR,17100,R_23,0,2150,R_23,52,R_23,2024,03,00,00,00,-85.691215,42.2957025,262215,41,26077002909,260770029093000,2604,28020,0,E,100,POINTADDRESS
MI,MI0180,005,Y,MI0180-005,ALMA POWELL BRANCH LIBRARY,1000 WEST PATERSON STREET,KALAMAZOO,49007,1710,KALAMAZOO,2695537960,BR,4000,R_23,0,1872,R_23,52,R_23,2024,03,00,00,00,-85.5980519,42.3034319,262215,13,26077000300,260770003005008,2604,28020,0,E,100,POINTADDRESS
MI,MI0180,006,Y,MI0180-006,WASHINGTON SQUARE BRANCH LIBRARY,1244 PORTAGE STREET,KALAMAZOO,49001,3017,KALAMAZOO,2695537970,BR,8000,R_23,0,1872,R_23,52,R_23,2024,03,00,00,00,-85.5704974,42.279523,262215,13,26077001002,260770010025005,2604,28020,0,E,100,POINTADDRESS
MI,MI0180,008,Y,MI0180-007,KALAMAZOO PUBLIC LIBRARY BOOKMOBILE,315 S ROSE ST,KALAMAZOO,49007,5201,KALAMAZOO,2695537800,BS,-4,N_23,1,208,R_23,49,R_23,2024,03,02,00,00,-85.58464621,42.28951382,262215,13,26077000201,260770002013021,2604,28020,0,E,100,POINTADDRESS
MI,MI0181,002,Y,MI0181-002,KALKASKA COUNTY LIBRARY,247 SOUTH CEDAR STREET,KALKASKA,49646,8011,KALKASKA,2312589411,CE,4928,R_23,0,2629,R_23,52,R_23,2024,03,00,00,00,-85.1765944,44.7329115,18490,42,26079950300,260799503001056,2601,45900,1,E,100,POINTADDRESS
MI,MI0182,003,Y,MI0182-003,ALPINE TOWNSHIP BRANCH,5255 ALPINE AVENUE NW,COMSTOCK PARK,49321,7803,KENT,6167842007,BR,4862,R_23,0,1988,R_23,52,R_23,2024,03,00,00,00,-85.6901076,43.058964,661354,41,26081011401,260810114012023,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,004,Y,MI0182-004,ALTO BRANCH LIBRARY,6071 LINFIELD AVENUE,ALTO,49302,5101,KENT,6167842007,BR,5795,R_23,0,1925,R_23,52,R_23,2024,03,00,00,00,-85.3829765,42.8552241,661354,41,26081012002,260810120022021,2602,24340,0,E,99.62,POINTADDRESS
MI,MI0182,005,Y,MI0182-005,BYRON TOWNSHIP BRANCH LIBRARY,8191 BYRON CENTER AVENUE SW,BYRON CENTER,49315,9401,KENT,6167842007,BR,13600,R_23,0,2707,R_23,52,R_23,2024,03,00,00,00,-85.7230575,42.816423,661354,21,26081014606,260810146061007,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,006,Y,MI0182-006,CALEDONIA BRANCH LIBRARY,6260 92ND STREET SE,CALEDONIA,49316,6900,KENT,6167842007,BR,15464,R_23,0,2420,R_23,52,R_23,2024,03,00,00,00,-85.5083867,42.7974738,661354,21,26081014810,260810148101005,2602,24340,0,E,100,POINTADDRESS
MI,MI0182,007,Y,MI0182-007,COMSTOCK PARK BRANCH LIBRARY,3943 WEST RIVER DRIVE NE,COMSTOCK PARK,49321,9076,KENT,6167842007,BR,4095,R_23,0,2255,R_23,52,R_23,2024,03,00,00,00,-85.6661574,43.0336475,661354,21,26081011101,260810111011023,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,008,Y,MI0182-008,GAINES TOWNSHIP LIBRARY/CUTLERVILLE,421 68TH STREET SE,GRAND RAPIDS,49548,6928,KENT,6167842007,BR,10400,R_23,0,2685,R_23,52,R_23,2024,03,00,00,00,-85.653824,42.8407475,661354,21,26081014703,260810147031023,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,009,Y,MI0182-009,EAST GRAND RAPIDS BRANCH LIBRARY,746 LAKESIDE DRIVE SE,EAST GRAND RAPIDS,49506,3029,KENT,6167842007,BR,26950,R_23,0,3017,R_23,52,R_23,2024,03,00,00,00,-85.6111781,42.9479679,661354,21,26081012300,260810123003017,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,010,Y,MI0182-010,GRANDVILLE BRANCH LIBRARY,4055 MAPLE STREET SW,GRANDVILLE,49418,1261,KENT,6167842007,BR,26535,R_23,0,3019,R_23,52,R_23,2024,03,00,00,00,-85.7646465,42.9075171,661354,21,26081013000,260810130002042,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,011,Y,MI0182-011,TYRONE TOWNSHIP BRANCH/KENT CITY,43 SOUTH MAIN STREET,KENT CITY,49330,8968,KENT,6167842007,BR,4239,R_23,0,1782,R_23,52,R_23,2024,03,00,00,00,-85.7512191,43.2186756,661354,42,26081010301,260810103013047,2602,24340,0,E,100,POINTADDRESS
MI,MI0182,012,Y,MI0182-012,KENTWOOD BRANCH,4950 BRETON ROAD SE,KENTWOOD,49508,5206,KENT,6167842007,BR,45489,R_23,0,3016,R_23,52,R_23,2024,03,00,00,00,-85.5962591,42.8732932,661354,13,26081012604,260810126041010,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,013,Y,MI0182-013,ENGLEHARDT BRANCH/LOWELL,200 NORTH MONROE STREET,LOWELL,49331,1455,KENT,6167842007,BR,8771,R_23,0,2312,R_23,52,R_23,2024,03,00,00,00,-85.3374881,42.9359466,661354,31,26081012004,260810120043004,2602,24340,0,E,100,POINTADDRESS
MI,MI0182,014,Y,MI0182-014,PLAINFIELD BRANCH,2650 5 MILE ROAD NE,GRAND RAPIDS,49525,6501,KENT,6167842007,BR,26420,R_23,0,3022,R_23,52,R_23,2024,03,00,00,00,-85.603474,43.0427235,661354,21,26081011302,260810113023003,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,015,Y,MI0182-015,KRAUSE MEMORIAL BRANCH/ROCKFORD,140 EAST BRIDGE STREET,ROCKFORD,49341,1261,KENT,6167842007,BR,9500,R_23,0,2704,R_23,52,R_23,2024,03,00,00,00,-85.55775,43.1197825,661354,21,26081010700,260810107001027,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,016,Y,MI0182-016,NELSON TOWNSHIP/ SAND LAKE BRANCH LIBRARY,88 EIGHTH STREET,SAND LAKE,49343,9737,KENT,6167842007,BR,8736,R_23,0,2084,R_23,52,R_23,2024,03,00,00,00,-85.5223585,43.2933562,661354,42,26081010101,260810101011009,2602,24340,0,E,100,POINTADDRESS
MI,MI0182,017,Y,MI0182-017,WALKER BRANCH,4293 REMEMBRANCE ROAD NW,WALKER,49544,M,KENT,6167842007,BR,8898,R_23,0,2829,R_23,52,R_23,2024,03,00,00,00,-85.7748893,43.0068982,661354,21,26081011601,260810116013010,2603,24340,0,E,99.58,POINTADDRESS
MI,MI0182,018,Y,MI0182-018,WYOMING BRANCH,3350 MICHAEL AVENUE SW,WYOMING,49509,3420,KENT,6167842007,BR,48950,R_23,0,3020,R_23,52,R_23,2024,03,00,00,00,-85.6950557,42.9034712,661354,13,26081013700,260810137002011,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,019,Y,MI0182-019,CASCADE TOWNSHIP BRANCH,2870 JACKSMITH AVENUE SE,GRAND RAPIDS,49546,6989,KENT,6167842007,BR,30400,R_23,0,3024,R_23,52,R_23,2024,03,00,00,00,-85.5052033,42.9117682,661354,21,26081012203,260810122032000,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,020,Y,MI0182-020,SPENCER TOWNSHIP BRANCH,14960 MEDDLER AVENUE,GOWEN,49326,M,KENT,6167842007,BR,2000,R_23,0,1992,R_23,52,R_23,2024,03,00,00,00,-85.3692411,43.2385232,661354,42,26081010102,260810101021081,2602,24340,0,E,100,POINTADDRESS
MI,MI0182,021,Y,MI0182-021,KENT DISTRICT LIBRARY BOOKMOBILE,814 WEST RIVER CENTER DR. NE,COMSTOCK PARK,49321,8955,KENT,6167842007,BS,-4,N_23,1,488,R_23,52,R_23,2024,03,00,00,00,-85.6535341,43.0478376,661354,21,26081011102,260810111023023,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,022,Y,MI0182-023,KELLOGGSVILLE BRANCH LIBRARY,4787 DIVISION AVE S.,GRAND RAPIDS,49548,4310,KENT,6167842007,BR,6500,R_23,0,875,R_23,52,R_23,2024,03,00,00,00,-85.6645075,42.8769383,661354,13,26081014300,260810143001022,2603,24340,0,E,100,POINTADDRESS
MI,MI0182,023,Y,MI0182-024,AMY VAN ANDEL LIBRARY,7215 HEADLEY ST. SE,ADA,49301,9786,KENT,6167842007,BR,25786,R_23,0,2369,R_23,52,R_23,2024,03,00,00,00,-85.48848324,42.95653264,661354,21,26081011902,260810119023002,2603,24340,0,E,100,POINTADDRESS
MI,MI0184,002,Y,MI0184-002,L`ANSE AREA SCHOOL-PUBLIC LIBRARY,201 NORTH 4TH STREET,L`ANSE,49946,1447,BARAGA,9065246213,CE,4416,R_23,0,1280,R_23,52,R_23,2024,03,00,00,00,-88.4498786,46.758066,8310,43,26013000100,260130001002089,2601,-4,N,E,100,STREETADDRESS
