id,name,address,city,state,zip,latitude,longitude,phone,outlet_type
MO0004-030,NORTH OAK BRANCH,8700 N OAK TRAFFICWAY,KANSAS CITY,MO,64155,39.2517178,-94.5759174,-3,BR
MO0004-031,BLUE SPRINGS NORTH BRANCH,850 NW HUNTER DR,BLUE SPRINGS,MO,64015,39.0504904,-94.2722669,8162248772,BR
MO0004-032,COLBERN ROAD BRANCH,1000 NE COLBERN RD,LEE'S SUMMIT,MO,64086,38.9462066,-94.3569786,8165259924,BR
MO0004-033,PARKVILLE BRANCH,8815 TOM WATSON PKWY,PARKVILLE,MO,64152,39.2107412,-94.6833758,8167414721,BR
MO0004-035,MIDWEST GENEALOGY CENTER,3440 S LEE`S SUMMIT ROAD,INDEPENDENCE,MO,64055,39.0554888,-94.3905023,8162527228,BR
MO0004-038,WOODNEATH LIBRARY CENTER,8900 NE FLINTLOCK RD,KANSAS CITY,MO,64157,39.253928,-94.467696,8168834900,BR
MO0004-039,FARVIEW NEIGHBORHOOD LIBRARY,18109 E 12TH ST N,INDEPENDENCE,MO,64056,39.1244728,-94.3634784,8162520951,BR
MO0004-041,EAST LEE'S SUMMIT BRANCH,2240 SE BLUE PARKWAY,LEE'S SUMMIT,MO,64063,38.9022738,-94.3290831,8167592085,BR
MO0004-042,WITHERS BRANCH,1665 S WITHERS RD,LIBERTY,MO,64068,39.222404,-94.4368525,8167819240,BR
MO0004-043,GREEN HILLS LIBRARY CENTER,8581 N GREEN HILLS RD,KANSAS CITY,MO,64154,39.24928329,-94.6308899,8167419011,BR
MO0006-002,DESLOGE PUBLIC LIBRARY,209 N DESLOGE DR,DESLOGE,MO,63601,37.8725938,-90.5270479,5734315506,CE
MO0007-002,KELLER PUBLIC LIBRARY OF DEXTER,402 W GRANT ST,DEXTER,MO,63841,36.7889573,-89.9640332,5736243764,CE
MO0009-002,LEWIS LIBRARY OF GLASGOW,315 MARKET ST,GLASGOW,MO,65254,39.2261956,-92.8448196,6603382395,CE
MO0010-002,HAMILTON PUBLIC LIBRARY,312 N DAVIS ST,HAMILTON,MO,64644,39.7443091,-93.9980454,8165834832,CE
MO0011-004,MANSFIELD LIBRARY,120 N BUSINESS 60,MANSFIELD,MO,65704,37.1073915,-92.5808595,4179248068,BR
MO0011-007,MOUNTAIN GROVE LIBRARY,206 N GREENE AVE,MOUNTAIN GROVE,MO,65711,37.1304025,-92.2621098,4179264453,BR
MO0011-011,HARTVILLE BRANCH,160 EAST MARSHFIELD,HARTVILLE,MO,65667,37.2491167,-92.5086573,4177417595,CE
MO0012-002,HAYTI CONRAN MEMORIAL LIBRARY,302 E MAIN ST,HAYTI,MO,63851,36.2321297,-89.7490606,5733590599,CE
MO0014-002,CENTRAL LIBRARY,14 W 10TH ST,KANSAS CITY,MO,64105,39.1022525,-94.5838796,8167013400,CE
MO0014-004,LUCILE H. BLUFORD BRANCH,3050 PROSPECT AVE,KANSAS CITY,MO,64128,39.0702028,-94.5528456,8167013482,BR
MO0014-005,NORTH-EAST BRANCH,6000 WILSON RD,KANSAS CITY,MO,64123,39.1060293,-94.5117078,8167013485,BR
MO0014-006,PLAZA BRANCH,4801 MAIN ST,KANSAS CITY,MO,64112,39.0392076,-94.5870505,8167013481,BR
MO0014-007,WALDO BRANCH,201 E 75TH ST,KANSAS CITY,MO,64114,38.992002,-94.5868954,8167013486,BR
MO0014-008,TRAILS WEST BRANCH,11401 E 23RD ST S,INDEPENDENCE,MO,64052,39.0798546,-94.4419413,8167013483,BR
MO0014-009,IRENE H. RUIZ BIBLIOTECA DE LAS AMERICAS,2017 W PENNWAY ST,KANSAS CITY,MO,64108,39.088754,-94.5947857,8167013487,BR
MO0014-010,WESTPORT BRANCH,118 WESTPORT RD,KANSAS CITY,MO,64111,39.0544133,-94.5882287,8167013488,BR
MO0014-011,SOUTHEAST BRANCH,6242 SWOPE PARKWAY,KANSAS CITY,MO,64130,39.0123176,-94.5423433,8167013484,BR
MO0014-013,SUGAR CREEK BRANCH,102 S STERLING AVE,SUGAR CREEK,MO,64054,39.1087447,-94.4449761,8167013489,BR
MO0015-001,ADAIR COUNTY PUBLIC LIBRARY,ONE LIBRARY LANE,KIRKSVILLE,MO,63501,40.1999209,-92.5731135,6606656038,CE
MO0016-002,LOCKWOOD PUBLIC LIBRARY,721 S MAIN ST,LOCKWOOD,MO,65682,37.3864098,-93.9533063,4172324204,CE
MO0017-002,MAPLEWOOD PUBLIC LIBRARY,7550 LOHMEYER AVE,MAPLEWOOD,MO,63143,38.6148829,-90.3255247,3147812174,CE
MO0018-002,MARCELINE CARNEGIE LIBRARY,119 E CALIFORNIA AVE,MARCELINE,MO,64658,39.7156926,-92.9486211,6603763223,CE
MO0019-002,MONTGOMERY CITY PUBLIC LIBRARY,224 N ALLEN ST,MONTGOMERY CITY,MO,63361,38.9775952,-91.5065131,5735648022,CE
MO0020-003,ASH GROVE BRANCH LIBRARY,101 E MAIN ST,ASH GROVE,MO,65604,37.315247,-93.5847237,4177512933,BR
MO0020-004,SCHWEITZER BRENTWOOD BRANCH LIBRARY,2214 S BRENTWOOD BLVD,SPRINGFIELD,MO,65804,37.1733631,-93.2605881,4178831974,BR
MO0020-006,THE LIBRARY STATION,2535 N KANSAS EXPY,SPRINGFIELD,MO,65803,37.2435695,-93.3111164,4178651340,BR
MO0020-007,REPUBLIC BRANCH LIBRARY,921 N LINDSEY AVE,REPUBLIC,MO,65738,37.1294579,-93.4671812,4177327284,BR
MO0020-009,WILLARD BRANCH LIBRARY,304 E JACKSON ST,WILLARD,MO,65781,37.3030271,-93.4247021,4177424258,BR
MO0020-011,MIDTOWN CARNEGIE BRANCH LIBRARY,397 E CENTRAL ST,SPRINGFIELD,MO,65802,37.2174002,-93.2898608,4178620135,BR
MO0020-012,THE LIBRARY CENTER,4653 S CAMPBELL AVE,SPRINGFIELD,MO,65810,37.1308534,-93.2971567,4178820714,CE
MO0020-013,FAIR GROVE BRANCH LIBRARY,81 S ORCHARD BLVD,FAIR GROVE,MO,65648,37.3827482,-93.1570614,4177592637,BR
MO0020-016,PARK CENTRAL BRANCH LIBRARY,128 PARK CENTRAL SQ,SPRINGFIELD,MO,65806,37.2086557,-93.2925829,4178311342,BR
MO0020-017,STRAFFORD BRANCH LIBRARY,101 S STATE HIGHWAY 125,STRAFFORD,MO,65757,37.2703074,-93.1132913,4177369233,BR
MO0021-002,MOUNTAIN VIEW PUBLIC LIBRARY,125 S OAK ST,MOUNTAIN VIEW,MO,65548,36.9946607,-91.7021954,4179346154,CE
MO0023-002,OREGON PUBLIC LIBRARY,103 S WASHINGTON ST,OREGON,MO,64473,39.9869092,-95.144782,6604463586,CE
MO0024-002,MARION COUNTY LIBRARY SUB-DISTRICT #1,212 S. MAIN ST.,PALMYRA,MO,63461,39.7986052,-91.523146,5737692830,CE
MO0025-001,PIEDMONT PUBLIC LIBRARY,118 W GREEN ST,PIEDMONT,MO,63957,37.1556206,-90.6952618,5732237036,CE
MO0027-002,RICH HILL MEMORIAL LIBRARY,514 E WALNUT ST,RICH HILL,MO,64779,38.0975537,-94.3635206,4173952291,CE
MO0028-002,SARCOXIE PUBLIC LIBRARY,506 CENTER ST,SARCOXIE,MO,64862,37.0688503,-94.1162781,4175482736,CE
MO0029-002,SLATER PUBLIC LIBRARY,201 N MAIN ST,SLATER,MO,65349,39.2202932,-93.0610854,6605293100,CE
MO0030-003,BADEN BRANCH,8448 CHURCH ROAD,ST. LOUIS,MO,63147,38.7143099,-90.2330081,3143882400,BR
MO0030-004,BARR BRANCH,1701 S JEFFERSON AVE,ST. LOUIS,MO,63104,38.6144756,-90.2211994,3147717040,BR
MO0030-005,BUDER BRANCH,4401 HAMPTON AVE,ST. LOUIS,MO,63109,38.5904575,-90.2945274,3143522900,BR
MO0030-006,CABANNE BRANCH,1106 UNION BLVD,ST. LOUIS,MO,63113,38.6574565,-90.2725654,3143670717,BR
MO0030-007,CARONDELET BRANCH,6800 MICHIGAN AVE,ST. LOUIS,MO,63111,38.5549469,-90.2544123,3147529224,BR
MO0030-008,CARPENTER BRANCH,3309 S GRAND BLVD,ST. LOUIS,MO,63118,38.5965421,-90.2432308,3147726586,BR
MO0030-009,DIVOLL BRANCH,4234 N GRAND BLVD,ST. LOUIS,MO,63107,38.6676766,-90.2120635,3145340313,BR
MO0030-010,JULIA DAVIS BRANCH,4415 NATURAL BRIDGE AVE,ST. LOUIS,MO,63115,38.670043,-90.2370144,3143833021,BR
MO0030-012,SCHLAFLY BRANCH,225 N EUCLID AVE,ST. LOUIS,MO,63108,38.6438759,-90.2616531,3143674120,BR
MO0030-013,MACHACEK BRANCH,6424 SCANLAN AVE,ST. LOUIS,MO,63139,38.605096,-90.2973664,3147812948,BR
MO0030-014,WALNUT PARK BRANCH,5760 W FLORISSANT AVE,ST. LOUIS,MO,63120,38.7038948,-90.2469469,3143831210,BR
MO0030-017,CHARING CROSS BRANCH,356 N SKINKER BLVD,ST. LOUIS,MO,63130,38.6515853,-90.3003295,3147262653,BR
MO0030-019,KINGSHIGHWAY BRANCH,2260 S VANDEVENTER AVE,ST. LOUIS,MO,63110,38.6134941,-90.2664879,3147715450,BR
MO0030-020,MARKETPLACE BRANCH,6548 MANCHESTER AVE,ST. LOUIS,MO,63139,38.6196299,-90.2991449,3146470939,BR
MO0030-021,CENTRAL LIBRARY,1301 OLIVE STREET,ST. LOUIS,MO,63103,38.6301763,-90.1996421,3142412288,CE
MO0030-022,CENTRAL EXPRESS,815 OLIVE ST STE 160,ST. LOUIS,MO,63101,38.6287293,-90.1928936,3142066755,BR
MO0033-002,MORGAN COUNTY LIBRARY,600 N HUNTER ST,VERSAILLES,MO,65084,38.4379101,-92.844843,5733785319,CE
MO0034-003,CALLAWAY COUNTY PUBLIC LIBRARY,710 COURT STREET,FULTON,MO,65251,38.8501882,-91.9477968,5736427261,BR
MO0034-004,COLUMBIA PUBLIC LIBRARY,100 W BROADWAY,COLUMBIA,MO,65203,38.9515233,-92.3397837,5734433161,CE
MO0034-006,SOUTHERN BOONE COUNTY PUBLIC LIBRARY,109 N. MAIN STREET,ASHLAND,MO,65010,38.775287,-92.2621392,5736577378,BR
MO0034-010,HOLTS SUMMIT PUBLIC LIBRARY,188 W. SIMON BLVD,HOLTS SUMMIT,MO,65255,38.6549682,-92.1181278,5736068770,BR
MO0035-002,SPENCER ROAD BRANCH,427 SPENCER RD,ST. PETERS,MO,63376,38.7838902,-90.6019403,6364410522,BR
MO0035-003,CORPORATE PARKWAY BRANCH,1200 CORPORATE PKWY,WENTZVILLE,MO,63385,38.8001305,-90.8189546,6363328280,BR
MO0035-004,KATHRYN LINNEMANN BRANCH,2323 ELM ST,ST. CHARLES,MO,63301,38.795576,-90.4999859,6369466294,BR
MO0035-006,MIDDENDORF-KREDELL BRANCH,2750 HIGHWAY K,O'FALLON,MO,63368,38.7678466,-90.7000771,6369787926,BR
MO0035-011,DEER RUN BRANCH,1300 N MAIN ST,O'FALLON,MO,63366,38.82841,-90.6995525,6369783251,BR
MO0035-013,AUGUSTA BRANCH,198 JACKSON ST,AUGUSTA,MO,63332,38.5743706,-90.8840786,6362284855,BR
MO0035-016,BOONE`S TRAIL BRANCH,10 FIDDLECREEK RIDGE ROAD,WENTZVILLE,MO,63385,38.7231914,-90.8818364,6363986200,BR
MO0035-017,MCCLAY BRANCH,2760 MCCLAY RD,ST. CHARLES,MO,63303,38.7583587,-90.5511921,6364417577,BR
MO0035-018,KISKER ROAD BRANCH,1000 KISKER RD,ST. CHARLES,MO,63304,38.7262666,-90.6185274,6364477323,BR
MO0035-020,WINGHAVEN BRANCH,7435 VILLAGE CENTER DR,O'FALLON,MO,63368,38.7432791,-90.7348621,6365613385,BR
MO0035-022,CLIFF VIEW BRANCH,10 CLIFF VIEW DRIVE,WENTZVILLE,MO,63385,38.8042906,-90.8573243,6362443962,BR
MO0036-003,BRIDGETON TRAILS BRANCH,3455 MCKELVEY RD,BRIDGETON,MO,63044,38.7487007,-90.430468,3149943300,BR
MO0036-004,CLIFF CAVE BRANCH,5430 TELEGRAPH RD,ST. LOUIS,MO,63129,38.475874,-90.3043625,3149943300,BR
MO0036-005,DANIEL BOONE BRANCH,300 CLARKSON RD,ELLISVILLE,MO,63011,38.6012275,-90.586549,3149943300,BR
MO0036-006,FLORISSANT VALLEY BRANCH,195 S NEW FLORISSANT RD,FLORISSANT,MO,63031,38.7853321,-90.3251347,3149943300,BR
MO0036-007,GRAND GLAIZE BRANCH,1010 MERAMEC STATION RD,MANCHESTER,MO,63021,38.5710096,-90.4981143,3149943300,BR
MO0036-008,PARKVIEW BRANCH,8400 DELPORT DR,ST. LOUIS,MO,63114,38.6956846,-90.3397571,3149943300,BR
MO0036-009,LEWIS & CLARK BRANCH,9909 LEWIS AND CLARK BLVD,ST. LOUIS,MO,63136,38.7473546,-90.2397472,3149943300,BR
MO0036-010,MERAMEC VALLEY BRANCH,1501 SAN SIMEON WAY,FENTON,MO,63026,38.518002,-90.4523231,3149943300,BR
MO0036-011,MID-COUNTY BRANCH,7821 MARYLAND AVE,CLAYTON,MO,63105,38.6516595,-90.3376166,3149943300,BR
MO0036-012,NATURAL BRIDGE BRANCH,7606 NATURAL BRIDGE RD.,ST. LOUIS,MO,63121,38.7057451,-90.3015717,3149943300,BR
MO0036-013,OAK BEND BRANCH,842 S HOLMES AVE,ST. LOUIS,MO,63122,38.5692647,-90.3914557,3149943300,BR
MO0036-014,PRAIRIE COMMONS BRANCH,915 UTZ LN,HAZELWOOD,MO,63042,38.7825671,-90.3789335,3149943300,BR
MO0036-015,ROCK ROAD BRANCH,10267 SAINT CHARLES ROCK RD,ST. ANN,MO,63074,38.7268685,-90.379922,3149943300,BR
MO0036-016,GRANT'S VIEW BRANCH,9700 MUSICK ROAD,ST. LOUIS,MO,63123,38.5449492,-90.3517725,3149943300,BR
MO0036-017,THORNHILL BRANCH,12863 WILLOWYCK DR,ST. LOUIS,MO,63146,38.6911204,-90.4714201,3149943300,BR
MO0036-018,WEBER ROAD BRANCH,4444 WEBER RD,ST. LOUIS,MO,63123,38.5513668,-90.2977747,3149943300,BR
MO0036-019,HEADQUARTERS,1640 S LINDBERGH BLVD,ST. LOUIS,MO,63131,38.6301524,-90.4056998,3149943300,BR
MO0036-020,EUREKA HILLS BRANCH,500 WORKMAN RD,EUREKA,MO,63025,38.504439,-90.6579474,3149943300,BR
MO0036-022,JAMESTOWN BLUFFS BRANCH,4153 N HIGHWAY 67,FLORISSANT,MO,63034,38.817368,-90.278463,3149943300,BR
MO0036-023,SAMUEL C. SACHS BRANCH,16400 BURKHARDT PL,CHESTERFIELD,MO,63017,38.6538216,-90.5694423,3149943300,BR
MO0037-002,UNIVERSITY CITY PUBLIC LIBRARY,6701 DELMAR BLVD,UNIVERSITY CITY,MO,63130,38.6564315,-90.3093029,3147273150,CE
MO0038-003,CASSVILLE BRANCH LIBRARY,301 W 17TH ST,CASSVILLE,MO,65625,36.6881521,-93.8676328,4178472121,BR
MO0038-005,EAGLE ROCK BRANCH LIBRARY,27824 STATE HWY 86,EAGLE ROCK,MO,65641,36.5601922,-93.7617281,4172713186,BR
MO0038-006,MARIONVILLE BRANCH LIBRARY,303 W WASHINGTON,MARIONVILLE,MO,65705,37.0049153,-93.6397061,4174632675,BR
MO0038-007,MILLER BRANCH LIBRARY,112 E MAIN ST,MILLER,MO,65707,37.2147395,-93.840976,4174238528,BR
MO0038-008,MT. VERNON BRANCH LIBRARY,206 W WATER ST,MT. VERNON,MO,65712,37.1039967,-93.820206,4174662921,BR
MO0038-010,SHELL KNOB BRANCH LIBRARY,24931 STATE HWY 39,SHELL KNOB,MO,65747,36.6248705,-93.6214294,4178583618,BR
MO0038-012,AURORA BRANCH LIBRARY,202 S JEFFERSON AVE,AURORA,MO,65605,36.9737277,-93.719514,4176782036,BR
MO0038-014,PIERCE CITY BRANCH LIBRARY,101 N WALNUT ST,PIERCE CITY,MO,65723,36.9452414,-94.0030584,4174765110,BR
MO0038-017,MONETT BRANCH LIBRARY,2200 PARK ST,MONETT,MO,65708,36.92214,-93.9211884,4172357350,BR
MO0039-003,COLE CAMP BRANCH,701 W MAIN ST,COLE CAMP,MO,65325,38.4608106,-93.2142427,6606683887,BR
MO0039-004,WARSAW BRANCH,102 E JACKSON ST,WARSAW,MO,65355,38.2426817,-93.3778328,6604385211,BR
MO0039-005,BOONVILLE BRANCH,618 MAIN ST,BOONVILLE,MO,65233,38.9728888,-92.742992,6608825864,BR
MO0039-010,PETTIS COUNTY BRANCH,219 W THIRD ST,SEDALIA,MO,65301,38.7086596,-93.2299169,6608277323,BR
MO0040-003,ARCHIE BRANCH,207A S MAIN ST,ARCHIE,MO,64725,38.4809175,-94.353892,8162935579,BR
MO0040-006,DREXEL BRANCH,211 E MAIN ST,DREXEL,MO,64742,38.4794329,-94.6081778,8168195050,BR
MO0040-007,GARDEN CITY BRANCH,201 W DATE ST,GARDEN CITY,MO,64747,38.5621525,-94.1911749,8168195060,BR
MO0040-009,PLEASANT HILL BRANCH,1108 N STATE ROUTE 7,PLEASANT HILL,MO,64080,38.7998913,-94.2619376,8169872231,BR
MO0040-012,GENEALOGY BRANCH,400 E MECHANIC ST,HARRISONVILLE,MO,64701,38.6531014,-94.3460635,8168846285,BR
MO0040-016,NORTHERN RESOURCE CENTER,1741 E. NORTH AVE,BELTON,MO,64012,38.8133947,-94.5080084,8163310049,BR
MO0040-018,HARRISONVILLE BRANCH,400 E MECHANIC ST,HARRISONVILLE,MO,64701,38.6531014,-94.3460635,8168843483,BR
MO0041-001,JOPLIN PUBLIC LIBRARY,1901 E 20TH STREET,JOPLIN,MO,64804,37.0692874,-94.494082,4176237953,CE
MO0043-003,GALENA AREA LIBRARY,322 W STATE HIGHWAY 248,GALENA,MO,65656,36.8060936,-93.4669879,4173576410,CE
MO0043-005,CRANE AREA LIBRARY,201 MAIN STREET,CRANE,MO,65633,36.9050505,-93.5727586,4177238261,BR
MO0043-006,BLUE EYE LIBRARY,138 STATE HWY EE,BLUE EYE,MO,65611,36.5051725,-93.39309,4177793500,BR
MO0044-002,NEOSHO/NEWTON COUNTY LIBRARY,201 W SPRING ST,NEOSHO,MO,64850,36.869696,-94.3697853,4174514231,CE
MO0044-006,SENECA BRANCH LIBRARY,1216 CHEROKEE AVE,SENECA,MO,64865,36.8408912,-94.6112891,4177762705,BR
MO0045-003,CONCORDIA BRANCH,813 S MAIN ST,CONCORDIA,MO,64020,38.980514,-93.5683325,6604632277,BR
MO0045-004,CORDER BRANCH,221 N LAFAYETTE ST,CORDER,MO,64021,39.0996058,-93.6408625,6603942565,BR
MO0045-005,LEXINGTON BRANCH,1008 MAIN ST,LEXINGTON,MO,64067,39.1855722,-93.8831568,6602593071,BR
MO0045-006,KNOB NOSTER BRANCH,202 N ADAMS AVE,KNOB NOSTER,MO,65336,38.7662284,-93.555327,6605632997,BR
MO0045-007,ODESSA BRANCH,204 S. FIRST STREET,ODESSA,MO,64076,38.9987016,-93.9521874,8166334089,BR
MO0045-008,WAVERLY BRANCH,203 E KELLING AVE,WAVERLY,MO,64096,39.2094524,-93.5156892,6604932987,BR
MO0045-015,HOLDEN BRANCH,207 S MAIN ST,HOLDEN,MO,64040,38.7172508,-93.9897739,8167324545,BR
MO0045-018,WARRENSBURG BRANCH,432 N HOLDEN ST,WARRENSBURG,MO,64093,38.7672274,-93.7402681,6607479177,BR
MO0046-003,FAIRFAX BRANCH,118 E MAIN ST,FAIRFAX,MO,64446,40.3391192,-95.3942695,6606862204,BR
MO0046-004,TARKIO BRANCH,405 1/2 S 11TH ST,TARKIO,MO,64491,40.4378591,-95.3888646,6607365832,BR
MO0046-005,ATCHISON COUNTY LIBRARY,200 S MAIN ST,ROCK PORT,MO,64482,40.4131722,-95.5148494,6607445404,CE
MO0047-002,BROOKFIELD PUBLIC LIBRARY,102 E BOSTON ST,BROOKFIELD,MO,64628,39.785751,-93.0740819,6602587439,CE
MO0048-002,MUNICIPAL LIBRARY DISTRICT OF THE CITY OF CAPE GIRARDEAU,711 N CLARK ST,CAPE GIRARDEAU,MO,63701,37.3145665,-89.5471668,5733345279,CE
MO0049-002,DAVIESS COUNTY LIBRARY,306 W GRAND ST,GALLATIN,MO,64640,39.9144213,-93.963737,6606633222,CE
MO0049-006,JAMESPORT BRANCH,101 E MAIN ST,JAMESPORT,MO,64648,39.9758174,-93.8010351,6606846120,BR
MO0050-003,GENTRY COUNTY LIBRARY,304 N PARK ST,STANBERRY,MO,64489,40.215621,-94.5414325,6607832335,CE
MO0051-002,HANNIBAL FREE PUBLIC LIBRARY,200 S FIFTH ST,HANNIBAL,MO,63401,39.707242,-91.3583758,5732210222,CE
MO0052-002,GRUNDY COUNTY-JEWETT NORRIS LIBRARY,1331 MAIN ST,TRENTON,MO,64683,40.078523,-93.6175775,6603593577,CE
MO0053-002,LITTLE DIXIE REGIONAL LIBRARIES,111 N FOURTH ST,MOBERLY,MO,65270,39.419135,-92.4403583,6602634426,CE
MO0053-003,HUNTSVILLE LIBRARY,102 E LIBRARY ST,HUNTSVILLE,MO,65259,39.4399249,-92.5442531,6602634426,BR
MO0053-004,ATTERBURY MEMORIAL LIBRARY,113 E BROADWAY ST,MADISON,MO,65263,39.4735008,-92.2100375,6602634426,BR
MO0053-005,DULANY MEMORIAL LIBRARY,101 N MAIN ST,PARIS,MO,65275,39.4806373,-92.0002942,6602634426,BR
MO0054-002,LIVINGSTON COUNTY LIBRARY,450 LOCUST ST,CHILLICOTHE,MO,64601,39.7918,-93.55274,6606460547,CE
MO0054-003,LILLIAN DESMARIAS YOUTH LIBRARY,917 WASHINGTON STREET,CHILLICOTHE,MO,64601,39.7965515,-93.5536745,6606460563,BR
MO0055-002,MARYVILLE PUBLIC LIBRARY,509 N MAIN ST,MARYVILLE,MO,64468,40.3499379,-94.8727992,6605825281,CE
MO0056-002,MITCHELL MEMORIAL LIBRARY,204 E WASHINGTON ST,EAST PRAIRIE,MO,63845,36.7775416,-89.3816991,5736492131,BR
MO0056-003,CLARA DRINKWATER NEWNAM LIBRARY,105 E MARSHALL ST,CHARLESTON,MO,63834,36.9208527,-89.3499336,5736836748,CE
MO0057-002,MERCER COUNTY LIBRARY,601 W GRANT ST,PRINCETON,MO,64673,40.4004641,-93.5868858,6607483725,CE
MO0058-002,NORTH KANSAS CITY PUBLIC LIBRARY,2251 HOWELL ST,NORTH KANSAS CITY,MO,64116,39.1448138,-94.5725352,8162213360,CE
MO0059-004,KNOX COUNTY LIBRARY,118 S MAIN ST,EDINA,MO,63537,40.167349,-92.1727572,6603972460,BR
MO0059-005,LABELLE LIBRARY,306 STATE ST,LABELLE,MO,63447,40.1168273,-91.9116018,6602133600,BR
MO0059-006,LAGRANGE LIBRARY,114 S MAIN ST,LAGRANGE,MO,63448,40.0426679,-91.4981456,5736552288,BR
MO0059-015,H.E. SEVER MEMORIAL LIBRARY,207 W CHESTNUT ST,KAHOKA,MO,63445,40.422422,-91.7209428,6607273262,BR
MO0059-017,LEWISTOWN,219 W MAIN,LEWISTOWN,MO,63452,40.08609197,-91.81643984,5732152601,BR
MO0060-003,ANNAPOLIS BRANCH,204 N ALLEN ST,ANNAPOLIS,MO,63620,37.3605218,-90.697872,5735983706,BR
MO0060-005,FREDERICKTOWN BRANCH,115 S MAIN ST,FREDERICKTOWN,MO,63645,37.5590736,-90.2944538,5737832120,BR
MO0060-009,VIBURNUM BRANCH,MISSOURI AVE,VIBURNUM,MO,65566,37.714277,-91.135203,5732445986,BR
MO0060-010,OZARK REGIONAL LIBRARY,402 N MAIN ST,IRONTON,MO,63650,37.6041557,-90.6282246,5735462615,CE
MO0061-002,PUTNAM COUNTY PUBLIC LIBRARY,115 S 16TH ST,UNIONVILLE,MO,63565,40.4767986,-93.0018665,6609473192,CE
MO0062-002,RAY COUNTY LIBRARY,215 E LEXINGTON ST,RICHMOND,MO,64085,39.2768823,-93.9742208,8167765104,CE
MO0065-003,HERMANN BRANCH,123-A BAVARIAN HILLS BLVD,HERMANN,MO,65041,38.702367,-91.4380326,5734862024,BR
MO0065-004,NEW HAVEN BRANCH,200 DOUGLAS STREET,NEW HAVEN,MO,63068,38.6021826,-91.2248363,5732372189,BR
MO0065-005,OWENSVILLE BRANCH,503 OLIVE STREET,OWENSVILLE,MO,65066,38.3426889,-91.4945902,5734372188,BR
MO0065-006,PACIFIC BRANCH,111 LAMAR PARKWAY,PACIFIC,MO,63069,38.4820156,-90.7685126,6362572712,BR
MO0065-007,ST. CLAIR BRANCH,515 E SPRINGFIELD RD,ST. CLAIR,MO,63077,38.3437798,-90.9817745,6366292546,BR
MO0065-008,WARRENTON BRANCH,912 S HWY 47,WARRENTON,MO,63383,38.7993109,-91.1468013,6364563321,BR
MO0065-009,UNION BRANCH,251 UNION PLAZA DR,UNION,MO,63084,38.461794,-91.004273,6365833224,CE
MO0065-010,SULLIVAN BRANCH,525 CUMBERLAND WAY,SULLIVAN,MO,63080,38.2180186,-91.1569862,5734684372,BR
MO0065-011,WRIGHT CITY BRANCH,60 WILDCAT DRIVE,WRIGHT CITY,MO,63390,38.8331332,-91.0404173,6363841136,BR
MO0066-002,SCOTLAND COUNTY MEMORIAL LIBRARY,306 W MADISON ST,MEMPHIS,MO,63555,40.4589097,-92.173677,6604657042,CE
MO0067-002,SULLIVAN COUNTY PUBLIC LIBRARY,109 E SECOND ST,MILAN,MO,63556,40.2027975,-93.125109,6602653911,CE
MO0068-002,WASHINGTON COUNTY LIBRARY,235 E HIGH ST,POTOSI,MO,63664,37.9344775,-90.7848276,5734384691,CE
MO0069-002,DE SOTO PUBLIC LIBRARY,712 S MAIN ST,DE SOTO,MO,63020,38.1325415,-90.556284,6365863858,CE
MO0071-002,WASHINGTON PUBLIC LIBRARY,410 LAFAYETTE ST,WASHINGTON,MO,63090,38.5576384,-91.0133482,6363901070,CE
MO0072-002,CARROLLTON PUBLIC LIBRARY,ONE N FOLGER ST,CARROLLTON,MO,64633,39.3585661,-93.4970256,6605420183,CE
MO0073-002,FERGUSON MUNICIPAL PUBLIC LIBRARY DISTRICT,35 N FLORISSANT RD,FERGUSON,MO,63135,38.7458895,-90.3055154,3145214820,CE
MO0074-002,WELLSVILLE PUBLIC LIBRARY,108 W HUDSON ST,WELLSVILLE,MO,63384,39.0714183,-91.5690838,5736846151,CE
MO0075-002,FARMINGTON PUBLIC LIBRARY,101 NORTH A STREET,FARMINGTON,MO,63640,37.781661,-90.4243256,5737565779,CE
MO0076-002,KIRKWOOD PUBLIC LIBRARY,140 E JEFFERSON AVE,KIRKWOOD,MO,63122,38.5821861,-90.4045017,3148215770,CE
MO0077-002,CRYSTAL CITY PUBLIC LIBRARY,736 MISSISSIPPI AVENUE,CRYSTAL CITY,MO,63019,38.2275539,-90.377893,6369377166,CE
MO0078-002,BRENTWOOD PUBLIC LIBRARY,8765 EULALIE AVE,BRENTWOOD,MO,63144,38.6179275,-90.348046,3149638630,CE
MO0079-002,RICHMOND HEIGHTS MEMORIAL LIBRARY,8001 DALE AVE,RICHMOND HEIGHTS,MO,63117,38.6276875,-90.331175,3146456202,CE
MO0080-002,PARK HILLS PUBLIC LIBRARY,16 S COFFMAN ST,PARK HILLS,MO,63601,37.8502867,-90.5213796,5734314842,CE
MO0081-002,MONROE CITY PUBLIC LIBRARY,109A SECOND STREET,MONROE CITY,MO,63456,39.6542611,-91.7344583,5737352665,CE
MO0082-002,FESTUS PUBLIC LIBRARY,400 W MAIN ST,FESTUS,MO,63028,38.2197545,-90.3943605,6369372017,CE
MO0083-002,VALLEY PARK COMMUNITY LIBRARY,255 2ND ST,VALLEY PARK,MO,63088,38.5515138,-90.4871116,6362255608,CE
