STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,TOTPHYS,F_TOTPHY,OTHPHYS,F_OTHPHY,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,ODFINE,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,OTHPHCIR,F_OTHPCR,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,K0_5PRO,K6_11PRO,YAPRO,F_YAPRO,ADULTPRO,GENPRO,ONPRO,OFFPRO,VIRPRO,TOTATTEN,F_TOTATT,K0_5ATTEN,K6_11ATTEN,YAATTEN,F_YAATT,ADULTATTEN,GENATTEN,ONATTEN,OFFATTEN,VIRATTEN,TOTPRES,TOTVIEWS,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,PITUSRRPT,WIFISESS,F_WIFISS,WIFISRPT,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,LSAGEOID,LSAGEORATIO,LSAGEOTYPE,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE
NY,NY0658,8000581550,COPIAGUE MEMORIAL PUBLIC LIBRARY,50 DEAUVILLE BOULEVARD,COPIAGUE,11726,4100,50 DEAUVILLE BOULEVARD,COPIAGUE,11726,4100,SUFFOLK,6316911111,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,31591,R_23,31210,1,R_23,0,R_23,0,R_23,7.44,R_23,7.44,R_23,19.25,R_23,26.69,R_23,4111000,R_23,9360,R_23,0,R_23,128647,R_23,4249007,R_23,2119791,R_23,774718,R_23,2894509,R_23,48170,R_23,102038,R_23,5845,R_23,156053,R_23,678410,R_23,3728972,R_23,0,R_23,38653,R_23,0,R_23,608702,R_23,647355,R_23,577587,R_23,73853,R_23,1532582,R_23,5642,R_23,472888,R_23,9713,R_23,114117,R_23,90724,R_23,1516,R_23,67,R_23,15,R_23,82,R_23,3130,R_23,53000,R_23,ES,3000,R_23,ES,11738,R_23,N,66249,R_23,10270,R_23,31711,R_23,34538,R_23,7015,R_23,38726,R_23,73264,R_23,10702,R_23,6817,R_23,4857,R_23,1103,R_23,206,127,90,R_23,669,11,1012,5,86,22113,R_23,5677,3613,641,R_23,11168,1014,19613,168,2332,0,0,58,R_23,5345,R_23,CT,28000,R_23,ES,105000,2024,02,1,00,00,00,-73.40246617,40.66871974,3608310,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103123703,361031237032011,3602,35620,0,E,100,POINTADDRESS
NY,NY0659,8000581680,CUTCHOGUE NEW SUFFOLK FREE LIBRARY,27550 MAIN ROAD,CUTCHOGUE,11935,1478,P.O. BOX 935,CUTCHOGUE,11935,M,SUFFOLK,6317346360,ME,NP,SO,Y,OTH,N,01/01/2023,12/31/2023,3831,R_23,3785,1,R_23,0,R_23,0,R_23,8.34,R_23,8.34,R_23,6.34,R_23,14.68,R_23,1879484,R_23,1796,R_23,0,R_23,119978,R_23,2001258,R_23,888830,R_23,409708,R_23,1298538,R_23,35971,R_23,51137,R_23,23033,R_23,110141,R_23,293938,R_23,1702617,R_23,0,R_23,0,R_23,0,R_23,26450,R_23,26450,R_23,114254,R_23,36208,R_23,536427,R_23,3532,R_23,468126,R_23,7280,R_23,0,R_23,47477,R_23,457,R_23,43,R_23,15,R_23,58,R_23,3120,R_23,241398,R_23,CT,10249,R_23,CT,2887,R_23,Y,141438,R_23,35165,R_23,31122,R_23,110316,R_23,10119,R_23,41241,R_23,151557,R_23,32441,R_23,6508,R_23,3991,R_23,1066,R_23,255,221,167,R_23,368,55,799,214,53,21940,R_23,5300,3203,3291,R_23,7658,2488,16707,4058,1175,0,0,23,R_23,16700,R_23,ES,25722,R_23,CT,47209,2024,02,1,00,00,00,-72.48567339,41.00908561,M,-1,OTHER,1523170,21,21,36103170005,361031700053002,3601,35620,0,E,100,POINTADDRESS
NY,NY0660,8000581710,DEER PARK PUBLIC LIBRARY,44 LAKE AVENUE,DEER PARK,11729,4331,44 LAKE AVENUE,DEER PARK,11729,4331,SUFFOLK,6315863000,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,26474,R_23,26155,1,R_23,0,R_23,0,R_23,10.52,R_23,10.52,R_23,12.95,R_23,23.47,R_23,3355513,R_23,8556,R_23,0,R_23,65680,R_23,3429749,R_23,1479399,R_23,537135,R_23,2016534,R_23,118261,R_23,93237,R_23,32794,R_23,244292,R_23,551119,R_23,2811945,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,21835,R_23,79700,R_23,536427,R_23,5324,R_23,468126,R_23,10096,R_23,0,R_23,95120,R_23,0,R_23,43,R_23,15,R_23,58,R_23,2595,R_23,78415,R_23,CT,39217,R_23,CT,4570,R_23,Y,74137,R_23,20979,R_23,30252,R_23,43885,R_23,1621,R_23,31873,R_23,75758,R_23,9003,R_23,8429,R_23,7096,R_23,555,R_23,87,89,26,R_23,353,0,368,14,173,12069,R_23,2209,3228,250,R_23,6382,0,6194,2035,3840,59,876,18,R_23,9433,R_23,CT,14000,R_23,ES,56500,2024,02,1,00,00,00,-73.32286877,40.75996141,3608880,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103122605,361031226052006,3602,35620,0,E,100,POINTADDRESS
NY,NY0661,8000581790,HALF HOLLOW HILLS COMMUNITY PUBLIC LIBRARY,55 VANDERBILT PARKWAY,DIX HILLS,11746,5897,55 VANDERBILT PARKWAY,DIX HILLS,11746,5897,SUFFOLK,6314214530,ME,LD,MO,Y,SU1,N,07/01/2022,06/30/2023,48409,R_23,47826,1,R_23,1,R_23,0,R_23,20.56,R_23,23.19,R_23,41.13,R_23,64.32,R_23,9317829,R_23,17788,R_23,0,R_23,59746,R_23,9395363,R_23,3812465,R_23,1935225,R_23,5747690,R_23,174037,R_23,331324,R_23,70516,R_23,575877,R_23,1101067,R_23,7424634,R_23,0,R_23,153000,R_23,0,R_23,455,R_23,153455,R_23,582264,R_23,111713,R_23,536427,R_23,5076,R_23,468126,R_23,11949,R_23,0,R_23,129920,R_23,1182,R_23,43,R_23,15,R_23,58,R_23,6552,R_23,243612,R_23,CT,15382,R_23,ES,29973,R_23,N,446067,R_23,127334,R_23,174616,R_23,271451,R_23,124378,R_23,298994,R_23,570445,R_23,59466,R_23,16727,R_23,70042,R_23,2152,R_23,271,235,246,R_23,1366,34,1305,26,821,59679,R_23,7847,7580,4003,R_23,35349,4900,46871,408,12400,2,309,26,R_23,8634,R_23,CT,205708,R_23,CT,755331,2024,02,1,00,00,00,-73.36949587,40.788301,3613290,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103112213,361031122133000,3601,35620,0,E,100,POINTADDRESS
NY,NY0662,8000581900,EAST HAMPTON LIBRARY,159 MAIN STREET,EAST HAMPTON,11937,2794,159 MAIN STREET,EAST HAMPTON,11937,2794,SUFFOLK,6313240222,ME,NP,SO,Y,SU2,N,01/01/2023,12/31/2023,20511,R_23,20264,1,R_23,0,R_23,0,R_23,12.69,R_23,12.69,R_23,11.26,R_23,23.95,R_23,2160070,R_23,17869,R_23,0,R_23,855302,R_23,3033241,R_23,1860204,R_23,619165,R_23,2479369,R_23,69298,R_23,188786,R_23,7840,R_23,265924,R_23,717732,R_23,3463025,R_23,0,R_23,0,R_23,0,R_23,532822,R_23,532822,R_23,46049,R_23,83172,R_23,609428,R_23,2773,R_23,548143,R_23,9036,R_23,8591,R_23,95060,R_23,79,R_23,42,R_23,15,R_23,57,R_23,3028,R_23,153842,R_23,CT,12822,R_23,CT,12773,R_23,N,129729,R_23,22167,R_23,78941,R_23,50788,R_23,904,R_23,79845,R_23,130633,R_23,8982,R_23,7270,R_23,6714,R_23,1407,R_23,338,122,383,R_23,564,0,1221,1,185,24234,R_23,10243,3340,2487,R_23,8164,0,15050,3500,5684,23,1388,21,R_23,6877,R_23,CT,69008,R_23,CT,95000,2024,02,1,00,00,00,-72.19116994,40.95811036,3609660,1.788,SCHOOL DISTRICT (UNIFIED),1523170,31,31,36103200901,361032009011038,3601,35620,0,E,100,POINTADDRESS
NY,NY0663,8000581920,EAST ISLIP PUBLIC LIBRARY,381 EAST MAIN STREET,EAST ISLIP,11730,2896,381 EAST MAIN STREET,EAST ISLIP,11730,2896,SUFFOLK,6315819200,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,25285,R_23,24980,1,R_23,0,R_23,0,R_23,18.38,R_23,18.38,R_23,38.5,R_23,56.88,R_23,4047647,R_23,7776,R_23,0,R_23,220884,R_23,4276307,R_23,2020360,R_23,723165,R_23,2743525,R_23,128286,R_23,94162,R_23,47168,R_23,269616,R_23,677053,R_23,3690194,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,2970,R_23,188607,R_23,536427,R_23,26327,R_23,468126,R_23,24340,R_23,784,R_23,239332,R_23,58,R_23,43,R_23,15,R_23,58,R_23,3380,R_23,79220,R_23,CT,14487,R_23,CT,17206,R_23,Y,147938,R_23,34119,R_23,63430,R_23,84508,R_23,5075,R_23,68505,R_23,153013,R_23,18228,R_23,10368,R_23,8340,R_23,1424,R_23,249,194,44,R_23,936,1,1418,4,2,23697,R_23,8885,4829,296,R_23,9684,3,22469,1200,28,7,145,18,R_23,6661,R_23,CT,9076,R_23,CT,84380,2024,02,1,00,00,00,-73.17327418,40.73572258,3609720,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103147505,361031475053013,3602,35620,0,E,100,POINTADDRESS
NY,NY0664,8000582240,FISHERS ISLAND LIBRARY ASSOCIATION,988 ORIENTAL AVENUE,FISHERS ISLAND,06390,7900,P.O. BOX 366,FISHERS ISLAND,06390,M,SUFFOLK,6317887362,ME,NP,SO,Y,PL1,N,01/01/2023,12/31/2023,424,R_23,419,1,R_23,0,R_23,0,R_23,0,IG22,0.36,IG22,0.2,IG22,0.56,IT23,63399,IG22,1836,IG22,0,IM23,283080,IG22,348315,IT23,-9,H_23,-9,H_23,-9,H_23,2125,IQ23,0,IG22,943,IG22,3068,IT23,-9,H_23,257707,IT23,0,IG22,0,IM23,0,IM23,0,IM23,0,IG22,5086,IQ23,28739,IG22,529850,IG22,140,IP22,434881,IP22,566,IG22,0,IG22,29445,IT23,0,IK22,6,IQ23,9,IQ23,58,IP22,1196,IS23,1122,IG22,M,4,IG22,M,974,IG22,N,5180,IY23,982,IQ23,2450,IB23,2730,IB23,162,IB23,2612,IT23,5342,IT23,117,IP22,478,IQ23,0,IG22,-1,U_23,-1,-1,-1,U_23,-1,-1,-1,-1,-1,-1,U_23,-1,-1,-1,U_23,-1,-1,-1,-1,-1,-1,-1,4,IG22,164,IQ23,M,-1,U_23,M,-1,2024,02,4,25,00,00,-72.01490908,41.26151585,3625923,1,PLACE,1523170,41,41,36103170206,361031702061023,3601,35620,0,E,100,POINTADDRESS
NY,NY0665,8000582645,HARBORFIELDS PUBLIC LIBRARY,31 BROADWAY,GREENLAWN,11740,1382,31 BROADWAY,GREENLAWN,11740,1382,SUFFOLK,6317574200,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,18664,R_23,18439,1,R_23,0,R_23,0,R_23,12.82,R_23,13.26,R_23,15.96,R_23,29.22,R_23,5090143,R_23,6365,R_23,0,R_23,68728,R_23,5165236,R_23,2200617,R_23,1152860,R_23,3353477,R_23,101015,R_23,181411,R_23,39131,R_23,321557,R_23,688161,R_23,4363195,R_23,0,R_23,89143,R_23,0,R_23,38,R_23,89181,R_23,299565,R_23,150766,R_23,1232721,R_23,12574,R_23,1099155,R_23,20771,R_23,61463,R_23,184310,R_23,199,R_23,49,R_23,15,R_23,64,R_23,3120,R_23,185934,R_23,CT,15425,R_23,CT,11741,R_23,N,194205,R_23,53160,R_23,79230,R_23,114975,R_23,4033,R_23,83263,R_23,198238,R_23,24785,R_23,14313,R_23,13982,R_23,1869,R_23,485,305,357,R_23,555,167,1777,57,35,33232,R_23,10675,3850,2485,R_23,10457,5765,29986,2484,762,0,0,32,R_23,15463,R_23,CT,50914,R_23,CT,153290,2024,02,1,00,00,00,-73.36688315,40.87117795,3613620,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103110502,361031105022019,3601,35620,0,E,100,POINTADDRESS
NY,NY0666,8000582650,FLOYD MEMORIAL LIBRARY,539 FIRST STREET,GREENPORT,11944,1399,539 FIRST STREET,GREENPORT,11944,1399,SUFFOLK,6314770660,ME,NP,SO,Y,SU2,N,01/01/2023,12/31/2023,7056,R_23,6971,1,R_23,0,R_23,0,R_23,2.63,R_23,7.01,R_23,6.13,R_23,13.14,R_23,1066065,R_23,1882,R_23,0,R_23,34123,R_23,1102070,R_23,538405,R_23,194441,R_23,732846,R_23,46962,R_23,27635,R_23,12249,R_23,86846,R_23,178874,R_23,998566,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,29766,R_23,33771,R_23,536268,R_23,2894,R_23,468126,R_23,7106,R_23,0,R_23,44017,R_23,246,R_23,43,R_23,15,R_23,58,R_23,3328,R_23,40882,R_23,CT,2271,R_23,CT,3195,R_23,N,50528,R_23,4611,R_23,24355,R_23,26173,R_23,8190,R_23,32545,R_23,58718,R_23,9244,R_23,4952,R_23,8300,R_23,967,R_23,150,93,75,R_23,292,357,909,25,33,12002,R_23,341,1620,1893,R_23,2675,5473,10384,941,677,23,2935,6,R_23,4770,R_23,ES,21200,R_23,ES,20568,2024,02,1,00,00,00,-72.36247416,41.10611465,3612840,1.381,SCHOOL DISTRICT (UNIFIED),1523170,31,31,36103170101,361031701011007,3601,35620,0,E,100,POINTADDRESS
NY,NY0667,8000582760,HAMPTON BAYS PUBLIC LIBRARY,52 PONQUOGUE AVENUE,HAMPTON BAYS,11946,2241,52 PONQUOGUE AVENUE,HAMPTON BAYS,11946,2241,SUFFOLK,6317286241,ME,NP,SO,Y,SU1,N,01/01/2023,12/31/2023,14587,R_23,14411,1,R_23,0,R_23,0,R_23,11.38,R_23,11.38,R_23,17.5,R_23,28.88,R_23,2449571,R_23,6584,R_23,0,R_23,162294,R_23,2618449,R_23,1375807,R_23,298662,R_23,1674469,R_23,64989,R_23,85480,R_23,13228,R_23,163697,R_23,558634,R_23,2396800,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,18386,R_23,64349,R_23,609428,R_23,4188,R_23,548143,R_23,11618,R_23,0,R_23,80451,R_23,296,R_23,42,R_23,15,R_23,57,R_23,3328,R_23,101303,R_23,CT,12384,R_23,CT,10736,R_23,N,75791,R_23,17839,R_23,23949,R_23,51842,R_23,1219,R_23,25168,R_23,77010,R_23,14150,R_23,6924,R_23,7629,R_23,1380,R_23,122,66,215,R_23,782,195,1219,100,61,14176,R_23,2664,421,1261,R_23,8086,1744,10886,1302,1988,18,402,42,R_23,9172,R_23,CT,98845,R_23,CT,51912,2024,02,1,00,00,00,-72.52050179,40.87299309,3613530,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103190603,361031906034022,3601,35620,0,E,100,POINTADDRESS
NY,NY0668,8000582980,SACHEM PUBLIC LIBRARY,150 HOLBROOK ROAD,HOLBROOK,11741,1399,150 HOLBROOK ROAD,HOLBROOK,11741,1399,SUFFOLK,6315885024,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,81592,R_23,80609,1,R_23,0,R_23,0,R_23,36.46,R_23,40.46,R_23,36.65,R_23,77.11,R_23,10672026,R_23,24174,R_23,8248,R_23,211284,R_23,10915732,R_23,5219023,R_23,2604566,R_23,7823589,R_23,187885,R_23,394931,R_23,52158,R_23,634974,R_23,2124133,R_23,10582696,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,311419,R_23,158106,R_23,539939,R_23,13957,R_23,472706,R_23,25083,R_23,7789,R_23,199104,R_23,1958,R_23,90,R_23,15,R_23,105,R_23,3338,R_23,281377,R_23,CT,286185,R_23,CT,56300,R_23,N,637047,R_23,182558,R_23,201949,R_23,435098,R_23,90053,R_23,292002,R_23,727100,R_23,150218,R_23,21415,R_23,31342,R_23,3315,R_23,485,319,487,R_23,1797,227,2715,402,198,177930,R_23,9964,15801,20239,R_23,41980,89946,74634,100958,2338,161,7679,95,R_23,74320,R_23,CT,146637,R_23,CT,202900,2024,02,1,00,00,00,-73.08107668,40.82296985,3625350,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103158604,361031586041014,3601,35620,0,E,100,POINTADDRESS
NY,NY0669,8000583110,HUNTINGTON PUBLIC LIBRARY,338 MAIN STREET,HUNTINGTON,11743,6956,338 MAIN STREET,HUNTINGTON,11743,6956,SUFFOLK,6314275165,ME,LD,MO,Y,SU1,N,07/01/2022,06/30/2023,35846,R_23,35414,1,R_23,1,R_23,0,R_23,18.67,R_23,19.51,R_23,35.53,R_23,55.04,R_23,9038194,R_23,10621,R_23,0,R_23,181729,R_23,9230544,R_23,3916760,R_23,2326862,R_23,6243622,R_23,173208,R_23,288099,R_23,22645,R_23,483952,R_23,987056,R_23,7714630,R_23,0,R_23,0,R_23,0,R_23,818680,R_23,818680,R_23,101805,R_23,163077,R_23,537677,R_23,10922,R_23,470707,R_23,31804,R_23,9001,R_23,205995,R_23,192,R_23,68,R_23,15,R_23,83,R_23,7488,R_23,191156,R_23,CT,47510,R_23,CT,26253,R_23,N,302815,R_23,68133,R_23,113705,R_23,189110,R_23,30676,R_23,144381,R_23,333491,R_23,50610,R_23,45987,R_23,47650,R_23,1431,R_23,292,224,115,R_23,717,83,1209,52,170,21497,R_23,5244,3609,299,R_23,10251,2094,16365,2800,2332,1,55,37,R_23,21370,R_23,CT,45965,R_23,CT,256156,2024,02,1,00,00,00,-73.43021975,40.87050371,3615090,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103110901,361031109011004,3601,35620,0,E,100,POINTADDRESS
NY,NY0670,8000583120,SOUTH HUNTINGTON PUBLIC LIBRARY,145 PIDGEON HILL ROAD,HUNTINGTON STATIO,11746,7699,145 PIDGEON HILL ROAD,HUNTINGTON STATIO,11746,7699,SUFFOLK,6315494411,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,39349,R_23,38875,1,R_23,0,R_23,0,R_23,16.21,R_23,16.21,R_23,21.88,R_23,38.09,R_23,6070752,R_23,11659,R_23,0,R_23,116970,R_23,6199381,R_23,3004904,R_23,1122877,R_23,4127781,R_23,203112,R_23,330314,R_23,51376,R_23,584802,R_23,941946,R_23,5654529,R_23,0,R_23,0,R_23,0,R_23,275674,R_23,275674,R_23,67914,R_23,198655,R_23,538379,R_23,13992,R_23,468869,R_23,28106,R_23,0,R_23,241930,R_23,1177,R_23,51,R_23,15,R_23,66,R_23,3523,R_23,236020,R_23,CT,23920,R_23,CT,16032,R_23,N,243649,R_23,66185,R_23,101496,R_23,142153,R_23,264240,R_23,365736,R_23,507889,R_23,40715,R_23,19379,R_23,13464,R_23,1861,R_23,377,291,264,R_23,927,2,1676,5,180,32768,R_23,4554,3832,2491,R_23,21541,350,30974,38,1756,4,46,78,R_23,12152,R_23,CT,101398,R_23,CT,219179,2024,02,1,00,00,00,-73.3912739,40.8225728,3627300,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103112002,361031120023007,3601,35620,0,E,99.38,POINTADDRESS
NY,NY0671,8000583220,ISLIP PUBLIC LIBRARY,71 MONELL AVENUE,ISLIP,11751,3999,71 MONELL AVENUE,ISLIP,11751,3999,SUFFOLK,6315815933,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,19520,R_23,19285,1,R_23,0,R_23,0,R_23,11.51,R_23,11.51,R_23,13.61,R_23,25.12,R_23,4108538,R_23,5784,R_23,0,R_23,90237,R_23,4204559,R_23,1928068,R_23,683583,R_23,2611651,R_23,134377,R_23,118402,R_23,52038,R_23,304817,R_23,609734,R_23,3526202,R_23,0,R_23,0,R_23,0,R_23,85057,R_23,85057,R_23,164227,R_23,119589,R_23,536903,R_23,8032,R_23,468454,R_23,16915,R_23,5548,R_23,144867,R_23,331,R_23,48,R_23,15,R_23,63,R_23,3460,R_23,45332,R_23,ES,33353,R_23,CT,11996,R_23,Y,128433,R_23,37605,R_23,45949,R_23,82484,R_23,11768,R_23,57717,R_23,140201,R_23,25808,R_23,12732,R_23,6800,R_23,538,R_23,133,124,103,R_23,178,0,517,14,7,14141,R_23,4109,6831,496,R_23,2705,0,13353,541,247,0,0,22,R_23,6039,R_23,CT,4042,R_23,CT,66110,2024,02,1,00,00,00,-73.21372206,40.72673764,3615540,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103147402,361031474023000,3602,35620,0,E,100,POINTADDRESS
NY,NY0672,8000583610,LINDENHURST MEMORIAL LIBRARY,ONE LEE AVENUE,LINDENHURST,11757,5399,ONE LEE AVENUE,LINDENHURST,11757,5399,SUFFOLK,6319577755,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,41712,R_23,41209,1,R_23,0,R_23,0,R_23,14,R_23,14,R_23,28,R_23,42,R_23,5434002,R_23,12906,R_23,0,R_23,31379,R_23,5478287,R_23,1950400,R_23,1093815,R_23,3044215,R_23,153839,R_23,109649,R_23,15838,R_23,279326,R_23,612433,R_23,3935974,R_23,0,R_23,38177,R_23,0,R_23,151363,R_23,189540,R_23,5939781,R_23,52989,R_23,540967,R_23,2614,R_23,474000,R_23,11382,R_23,2475,R_23,67523,R_23,538,R_23,54,R_23,15,R_23,69,R_23,3380,R_23,84131,R_23,CT,35435,R_23,ES,18560,R_23,N,147463,R_23,31015,R_23,78276,R_23,69187,R_23,15368,R_23,93644,R_23,162831,R_23,17586,R_23,3868,R_23,13939,R_23,853,R_23,128,186,98,R_23,426,15,655,120,78,20078,R_23,3770,5994,719,R_23,5910,3685,12210,7138,730,21,492,46,R_23,14940,R_23,CT,5932,R_23,CT,368415,2024,02,1,00,00,00,-73.3676946,40.68251715,3617380,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103124200,361031242003006,3602,35620,0,E,100,POINTADDRESS
NY,NY0673,8000583980,MATTITUCK-LAUREL LIBRARY,13900 MAIN ROAD,MATTITUCK,11952,3211,P.O. BOX 1437,MATTITUCK,11952,M,SUFFOLK,6312984134,ME,NP,SO,Y,MP1,N,01/01/2023,12/31/2023,5817,R_23,5747,1,R_23,0,R_23,0,R_23,4.38,R_23,4.38,R_23,14.88,R_23,19.26,R_23,1581543,R_23,1800,R_23,0,R_23,51720,R_23,1635063,R_23,723377,R_23,154541,R_23,877918,R_23,48101,R_23,65259,R_23,7485,R_23,120845,R_23,265943,R_23,1264706,R_23,0,R_23,22423,R_23,0,R_23,0,R_23,22423,R_23,52682,R_23,41350,R_23,609428,R_23,4245,R_23,548143,R_23,5380,R_23,0,R_23,51102,R_23,127,R_23,42,R_23,15,R_23,57,R_23,3068,R_23,50115,R_23,CT,4700,R_23,ES,3587,R_23,N,80435,R_23,12662,R_23,52314,R_23,28121,R_23,2892,R_23,55206,R_23,83327,R_23,5532,R_23,5269,R_23,4466,R_23,382,R_23,76,72,62,R_23,157,15,344,12,26,8349,R_23,2200,1433,874,R_23,3417,425,7234,639,476,2,50,6,R_23,3294,R_23,CT,3686,R_23,CT,32567,2024,02,1,00,00,00,-72.53019613,40.99228568,M,-1,MULTI-PLACE,1523170,21,21,36103170004,361031700041014,3601,35620,0,E,100,POINTADDRESS
NY,NY0674,8000584055,LONGWOOD PUBLIC LIBRARY,800 MIDDLE COUNTRY ROAD,MIDDLE ISLAND,11953,2529,800 MIDDLE COUNTRY ROAD,MIDDLE ISLAND,11953,2529,SUFFOLK,6319246400,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,67883,R_23,67065,1,R_23,0,R_23,0,R_23,37.63,R_23,37.63,R_23,45.94,R_23,83.57,R_23,8108304,R_23,20112,R_23,0,R_23,236386,R_23,8364802,R_23,4008271,R_23,1413048,R_23,5421319,R_23,337721,R_23,243075,R_23,5866,R_23,586662,R_23,1060883,R_23,7068864,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,84863,R_23,150200,R_23,538460,R_23,12045,R_23,500844,R_23,30569,R_23,9088,R_23,196012,R_23,3198,R_23,59,R_23,15,R_23,74,R_23,3556,R_23,175978,R_23,CT,37726,R_23,CT,39847,R_23,N,523368,R_23,137549,R_23,177811,R_23,345557,R_23,168583,R_23,346394,R_23,691951,R_23,103810,R_23,19896,R_23,25037,R_23,1834,R_23,383,449,348,R_23,653,1,1510,221,103,36666,R_23,9526,9898,7426,R_23,9416,400,27328,8217,1121,9,639,38,R_23,37562,R_23,CT,117446,R_23,CT,220853,2024,02,1,00,00,00,-72.94398999,40.88217421,3619230,1,SCHOOL DISTRICT (UNIFIED),1523170,21,21,36103158708,361031587083000,3601,35620,0,E,100,POINTADDRESS
NY,NY0675,8000584195,MONTAUK LIBRARY,871 MONTAUK HIGHWAY,MONTAUK,11954,5269,871 MONTAUK HIGHWAY,MONTAUK,11954,5269,SUFFOLK,6316683377,ME,LD,SO,Y,SU1,N,07/01/2022,06/30/2023,4318,R_23,4266,1,R_23,0,R_23,0,R_23,1.75,R_23,7,R_23,9.63,R_23,16.63,R_23,1758875,R_23,1434,R_23,0,R_23,62391,R_23,1822700,R_23,666685,R_23,223025,R_23,889710,R_23,14557,R_23,49932,R_23,2575,R_23,67064,R_23,357725,R_23,1314499,R_23,0,R_23,0,R_23,0,R_23,83134,R_23,83134,R_23,208421,R_23,29000,R_23,536427,R_23,1078,R_23,468126,R_23,4254,R_23,0,R_23,34802,R_23,470,R_23,43,R_23,15,R_23,58,R_23,3177,R_23,52644,R_23,CT,2548,R_23,ES,3583,R_23,N,58120,R_23,14823,R_23,23649,R_23,34471,R_23,1236,R_23,24885,R_23,59356,R_23,5652,R_23,7134,R_23,4215,R_23,702,R_23,132,126,28,R_23,257,159,694,8,0,7899,R_23,1805,717,294,R_23,3841,1242,7784,115,0,0,0,11,R_23,951,R_23,CT,12025,R_23,CT,38395,2024,02,1,00,00,00,-71.93941956,41.03840664,3619710,1,SCHOOL DISTRICT (UNIFIED),1523170,32,32,36103201008,361032010082055,3601,35620,0,E,100,POINTADDRESS
